Gene	pos.pvalue	pos.fdr	neg.pvalue	neg.fdr
candidate587	0.465905383360522	0.963315217391305	0.532952691680261	0.954441260744986
candidate588	0.578303425774878	0.963315217391305	0.379934747145188	0.862592592592593
candidate589	0.491680261011419	0.963315217391305	0.508319738988581	0.941691842900302
candidate59	0.983360522022839	0.999673735725938	0.0166394779771615	0.4
candidate590	0.793964110929853	0.999673735725938	0.206035889070147	0.862592592592593
candidate591	0.989233278955954	0.999673735725938	0.0107667210440456	0.319047619047618
candidate592	0.717781402936378	0.999673735725938	0.280913539967374	0.862592592592593
candidate593	0.578303425774878	0.963315217391305	0.379934747145188	0.862592592592593
candidate594	0.943882544861338	0.999673735725938	0.0561174551386623	0.688
candidate595	0.0353996737357259	0.829591836734694	0.964600326264274	0.992976588628763
candidate596	0.684339314845024	0.999673735725938	0.314518760195759	0.862592592592593
candidate597	0.77862969004894	0.999673735725938	0.22137030995106	0.862592592592593
candidate598	0.403752039151713	0.963315217391305	0.596247960848287	0.972074468085106
candidate599	0.0417618270799347	0.829591836734694	0.958238172920065	0.990556492411467
candidate6	0.160522022838499	0.845967741935484	0.83931484502447	0.990556492411467
candidate60	0.794779771615008	0.999673735725938	0.205220228384992	0.862592592592593
candidate600	0.666231647634584	0.999513381995134	0.333768352365416	0.862592592592593
candidate601	0.784828711256117	0.999673735725938	0.215171288743883	0.862592592592593
candidate602	0.670146818923328	0.999513381995134	0.329853181076672	0.862592592592593
candidate603	0.311256117455139	0.963315217391305	0.688743882544861	0.990556492411467
candidate604	0.463132137030995	0.963315217391305	0.536867862969005	0.954441260744986
candidate605	0.719412724306689	0.999673735725938	0.280424143556281	0.862592592592593
candidate606	0.925122349102773	0.999673735725938	0.0748776508972268	0.753030303030303
candidate607	0.28026101141925	0.954444444444445	0.71973898858075	0.990556492411467
candidate608	0.744535073409462	0.999673735725938	0.255138662316476	0.862592592592593
candidate609	0.777324632952692	0.999673735725938	0.222675367047308	0.862592592592593
candidate61	0.176345840130506	0.851181102362205	0.823654159869494	0.990556492411467
candidate610	0.273246329526917	0.946892655367231	0.726753670473083	0.990556492411467
candidate612	0.487275693311582	0.963315217391305	0.512561174551387	0.943543543543544
candidate613	0.709135399673736	0.999673735725938	0.290375203915171	0.862592592592593
candidate614	0.736215334420881	0.999673735725938	0.263132137030995	0.862592592592593
candidate615	0.215823817292007	0.912413793103448	0.784176182707993	0.990556492411467
candidate616	0.47862969004894	0.963315217391305	0.520554649265905	0.952537313432836
candidate617	0.11141924959217	0.829591836734694	0.88858075040783	0.990556492411467
candidate619	0.620228384991843	0.979949874686717	0.362479608482871	0.862592592592593
candidate62	0.370636215334421	0.963315217391305	0.629363784665579	0.978894472361809
candidate620	0.404404567699837	0.963315217391305	0.595595432300163	0.972074468085106
candidate621	0.338499184339315	0.963315217391305	0.661337683523654	0.982082324455206
candidate622	0.859706362153344	0.999673735725938	0.140293637846656	0.862592592592593
candidate623	0.0778140293637847	0.829591836734694	0.922185970636215	0.990556492411467
candidate624	0.412561174551387	0.963315217391305	0.587438825448613	0.972074468085106
candidate625	0.2557911908646	0.946892655367231	0.7442088091354	0.990556492411467
candidate626	0.134257748776509	0.831313131313131	0.865742251223491	0.990556492411467
candidate627	0.150734094616639	0.845967741935484	0.849265905383361	0.990556492411467
candidate628	0.0212071778140294	0.829591836734694	0.978792822185971	0.993924466338259
candidate629	0.374225122349103	0.963315217391305	0.625774877650897	0.978894472361809
candidate63	0.165905383360522	0.845967741935484	0.834094616639478	0.990556492411467
candidate630	0.750734094616639	0.999673735725938	0.249265905383361	0.862592592592593
candidate631	0.692822185970636	0.999673735725938	0.307177814029364	0.862592592592593
candidate632	0.705220228384992	0.999673735725938	0.294779771615008	0.862592592592593
candidate633	0.852854812398042	0.999673735725938	0.147145187601958	0.862592592592593
candidate634	0.419412724306688	0.963315217391305	0.580587275693311	0.972074468085106
candidate635	0.723327895595432	0.999673735725938	0.276345840130506	0.862592592592593
candidate636	0.994127243066884	0.999673735725938	0.00587275693311584	0.246666666666668
candidate637	0.370309951060359	0.963315217391305	0.629690048939641	0.978894472361809
candidate639	0.318923327895595	0.963315217391305	0.680913539967374	0.990556492411467
candidate64	0.805872756933116	0.999673735725938	0.194127243066884	0.862592592592593
candidate640	0.444698205546493	0.963315217391305	0.555301794453507	0.95887323943662
candidate641	0.725611745513866	0.999673735725938	0.27373572593801	0.862592592592593
candidate642	0.772430668841762	0.999673735725938	0.227569331158238	0.862592592592593
candidate643	0.551712887438825	0.963315217391305	0.448123980424144	0.934591194968554
candidate644	0.544535073409462	0.963315217391305	0.454812398042414	0.934591194968554
candidate645	0.0794453507340946	0.829591836734694	0.920554649265905	0.990556492411467
candidate646	0.184339314845025	0.8828125	0.815660685154976	0.990556492411467
candidate647	0.43442088091354	0.963315217391305	0.56557911908646	0.962707182320442
candidate648	0.40815660685155	0.963315217391305	0.591680261011419	0.972074468085106
candidate649	0.578303425774878	0.963315217391305	0.379934747145188	0.862592592592593
candidate65	0.569331158238173	0.963315217391305	0.430668841761827	0.934591194968554
candidate650	0.672756933115824	0.999673735725938	0.327243066884176	0.862592592592593
candidate652	0.744861337683524	0.999673735725938	0.254975530179445	0.862592592592593
candidate653	0.734094616639478	0.999673735725938	0.265742251223491	0.862592592592593
